Unnamed: 0,PID,MS Zoning,Lot Frontage,Lot Area,Street,Alley,Utilities,Neighborhood,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Exter Qual,Exter Cond,Bsmt Unf SF,Total Bsmt SF,Central Air,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom,Kitchen,TotRms AbvGrd,Garage Type,Garage Yr Blt,Garage Cars,Garage Area,Garage Qual,Garage Cond,Paved Drive,Fence,Date Sold,SalePrice
1280,905202210,RL,87,13050,Pave,,AllPub,ClearCr,1Fam,1Story,5,6,1963,1963,TA,TA,46.0,1000.0,Y,1000sqft,1.0,0.0,1,0,1,1,4,Attchd,1993.0,2.0,575.0,TA,TA,Y,,04-2006,164000.0
1281,534202030,RL,-1,10355,Pave,,AllPub,NAmes,1Fam,1Story,5,5,1967,1967,TA,TA,519.0,1214.0,Y,1214sqft,0.0,0.0,2,0,3,1,5,Attchd,1967.0,1.0,318.0,TA,TA,Y,,07-2007,143000.0
1282,907262060,RL,41,10905,Pave,,AllPub,CollgCr,1Fam,2Story,7,5,2003,2003,Gd,TA,1129.0,1129.0,Y,2327sqft,0.0,0.0,2,1,4,1,9,BuiltIn,2003.0,2.0,596.0,TA,TA,Y,,08-2008,240000.0
1283,909282020,RL,61,7259,Pave,,AllPub,Crawfor,1Fam,2Story,6,8,1945,2002,TA,TA,104.0,1028.0,Y,2320sqft,1.0,0.0,2,1,3,1,9,Detchd,1945.0,1.0,180.0,TA,TA,Y,MnPrv,07-2007,259500.0
1284,902105060,RM,90,9900,Pave,,AllPub,OldTown,1Fam,2Story,5,8,1910,2002,Gd,TA,504.0,504.0,Y,1464sqft,0.0,0.0,2,0,3,1,7,,,0.0,0.0,,,N,,03-2009,129000.0
1285,903205085,RL,98,8731,Pave,,AllPub,BrkSide,1Fam,1Story,5,5,1920,1950,TA,Fa,270.0,915.0,Y,1167sqft,0.0,0.0,1,0,3,1,6,Detchd,1972.0,2.0,495.0,TA,TA,Y,,05-2007,144000.0
1286,527451540,RM,21,1680,Pave,,AllPub,BrDale,Twnhs,2Story,6,6,1972,1972,TA,TA,79.0,483.0,Y,987sqft,1.0,0.0,1,1,2,1,5,Detchd,1972.0,1.0,288.0,TA,TA,Y,,07-2009,97000.0
1287,921128030,RL,85,12633,Pave,,AllPub,Timber,1Fam,1Story,10,5,2006,2007,Ex,TA,1824.0,1824.0,Y,1824sqft,0.0,0.0,2,0,3,1,8,Attchd,2006.0,3.0,932.0,TA,TA,Y,,09-2007,392000.0
1288,902330090,RM,75,13500,Pave,Grvl,AllPub,OldTown,1Fam,2.5Unf,7,8,1879,1987,TA,Gd,819.0,819.0,Y,2454sqft,0.0,0.0,2,0,3,1,8,Attchd,1950.0,2.0,576.0,TA,TA,N,MnPrv,02-2007,185000.0
1289,909101060,RL,45,8248,Pave,Grvl,AllPub,Edwards,1Fam,1Story,3,3,1914,1950,TA,TA,823.0,864.0,N,864sqft,1.0,0.0,1,0,2,1,5,,,0.0,0.0,,,N,,09-2008,67000.0
1290,534451110,RL,-1,7015,Pave,,AllPub,BrkSide,1Fam,1.5Fin,5,4,1950,1950,TA,TA,524.0,709.0,Y,1203sqft,1.0,0.0,1,0,3,1,5,Detchd,1950.0,1.0,352.0,TA,TA,Y,,07-2009,110000.0
1291,535301080,RL,60,11556,Pave,,AllPub,NAmes,1Fam,1Story,5,6,1952,1952,TA,TA,572.0,720.0,Y,882sqft,1.0,0.0,1,0,2,1,4,Attchd,1952.0,1.0,240.0,TA,TA,Y,MnPrv,05-2008,116000.0
1292,528102080,RL,72,16387,Pave,,AllPub,NridgHt,1Fam,2Story,9,5,2006,2006,Gd,TA,369.0,1738.0,Y,2589sqft,1.0,0.0,2,1,4,1,11,Attchd,2006.0,3.0,831.0,TA,TA,Y,,08-2006,412083.0
1293,902206270,RM,57,9639,Pave,,AllPub,OldTown,1Fam,2Story,4,8,1900,1950,TA,TA,1075.0,1075.0,Y,1798sqft,0.0,0.0,2,1,4,1,7,Detchd,1935.0,2.0,342.0,TA,TA,N,MnPrv,05-2007,137000.0
1294,531479020,RH,60,9000,Pave,,AllPub,SawyerW,1Fam,1.5Unf,6,3,1928,1950,TA,TA,784.0,784.0,N,784sqft,0.0,0.0,1,0,2,1,5,Detchd,1950.0,2.0,360.0,Fa,Fa,N,,10-2009,76000.0
1295,906223180,RL,80,9554,Pave,,AllPub,SawyerW,1Fam,2Story,8,5,1993,1994,Gd,TA,397.0,777.0,Y,1911sqft,0.0,0.0,2,1,3,1,8,Attchd,1993.0,2.0,471.0,TA,TA,Y,,09-2006,215000.0
1296,904351200,RH,54,6629,Pave,,AllPub,Edwards,1Fam,2Story,6,6,1925,1950,TA,Gd,121.0,672.0,N,1369sqft,1.0,0.0,2,0,3,1,6,Detchd,1930.0,1.0,300.0,TA,TA,Y,,07-2009,103600.0
1297,911103050,C (all),105,8470,Pave,,AllPub,IDOTRR,1Fam,1.5Fin,3,2,1915,1982,Fa,Fa,1013.0,1013.0,N,1526sqft,0.0,0.0,1,0,2,1,6,,,0.0,0.0,,,N,MnPrv,10-2009,85000.0
1298,905228020,RL,-1,9000,Pave,,AllPub,Sawyer,1Fam,1Story,4,7,1945,1950,Fa,TA,0.0,0.0,no,998sqft,0.0,0.0,1,0,3,1,5,2Types,1952.0,2.0,460.0,Fa,TA,Y,,05-2007,89500.0
1299,907265030,RL,-1,8125,Pave,,AllPub,CollgCr,1Fam,1Story,7,5,2002,2002,Gd,TA,668.0,1654.0,Y,1654sqft,1.0,0.0,2,0,3,1,6,Attchd,2002.0,3.0,900.0,TA,TA,Y,,02-2006,230000.0
1300,923225490,RL,62,9858,Pave,,AllPub,Mitchel,1Fam,1Story,5,6,1968,1968,TA,TA,354.0,864.0,Y,874sqft,1.0,0.0,1,0,3,1,5,Attchd,1968.0,1.0,288.0,TA,TA,Y,GdWo,11-2009,130000.0
1301,907176010,RL,-1,13142,Pave,,AllPub,CollgCr,1Fam,2Story,6,5,1997,1997,TA,TA,176.0,864.0,Y,1771sqft,1.0,0.0,2,1,3,1,6,Attchd,1997.0,2.0,600.0,TA,TA,Y,,07-2008,215700.0
1302,903401070,RL,60,8850,Pave,Pave,AllPub,BrkSide,1Fam,1.5Fin,6,7,1920,1950,TA,Gd,768.0,768.0,Y,1376sqft,0.0,0.0,1,0,3,1,7,Detchd,1977.0,2.0,576.0,TA,TA,P,,02-2007,165000.0
1303,902300040,RM,53,9863,Pave,Pave,AllPub,OldTown,1Fam,2Story,6,6,1927,1950,TA,TA,322.0,728.0,Y,1642sqft,0.0,1.0,1,1,4,1,9,Detchd,1927.0,1.0,374.0,TA,TA,Y,,03-2007,
1304,923277030,RL,60,6600,Pave,,AllPub,Mitchel,1Fam,1Story,5,9,1982,2008,Gd,Gd,175.0,816.0,Y,816sqft,0.0,1.0,1,0,3,1,5,Attchd,1982.0,1.0,264.0,TA,TA,Y,MnPrv,10-2008,130500.0
1305,916382010,RL,83,13159,Pave,,AllPub,Timber,1Fam,2Story,7,5,2009,2009,TA,TA,846.0,846.0,Y,1692sqft,0.0,0.0,2,1,3,1,6,Attchd,2009.0,2.0,650.0,TA,TA,Y,,07-2009,224500.0
1306,535454060,RL,60,8544,Pave,,AllPub,NAmes,Duplex,1Story,3,4,1950,1950,TA,TA,0.0,0.0,N,1040sqft,0.0,0.0,2,0,2,2,6,Detchd,1949.0,2.0,400.0,TA,TA,Y,,07-2006,93500.0
1307,907203090,RL,88,7990,Pave,,AllPub,CollgCr,1Fam,1Story,5,6,1975,1975,TA,TA,924.0,924.0,Y,924sqft,0.0,0.0,1,0,3,1,5,Detchd,1981.0,1.0,280.0,TA,TA,Y,MnPrv,04-2008,110000.0
1308,535125010,RL,-1,19900,Pave,,AllPub,NAmes,1Fam,1Story,7,5,1970,1989,TA,TA,1035.0,1947.0,Y,2207sqft,1.0,0.0,2,0,3,1,7,Attchd,1970.0,2.0,576.0,TA,TA,Y,,07-2010,180000.0
1309,535353130,RL,-1,15783,Pave,,AllPub,OldTown,1Fam,1Story,5,5,1952,1952,TA,TA,632.0,924.0,Y,924sqft,0.0,0.0,1,0,2,1,6,Detchd,1952.0,1.0,420.0,TA,TA,Y,MnPrv,06-2007,112500.0
1310,904100100,RL,107,12888,Pave,,AllPub,Sawyer,1Fam,2Story,7,8,1937,1980,TA,Gd,717.0,1005.0,Y,2267sqft,1.0,0.0,1,1,3,1,7,Attchd,1937.0,2.0,498.0,TA,TA,Y,,04-2007,219000.0
1311,907125080,RL,95,13015,Pave,,AllPub,CollgCr,1Fam,1Story,5,6,1996,1996,TA,Gd,1100.0,1100.0,Y,1100sqft,0.0,0.0,1,1,3,1,5,Attchd,1996.0,2.0,462.0,TA,TA,Y,,06-2006,145000.0
1312,902402130,RM,60,7740,Pave,,AllPub,OldTown,1Fam,2Story,4,7,1910,1950,TA,TA,622.0,622.0,Y,1363sqft,0.0,0.0,1,0,3,1,6,Detchd,1966.0,2.0,528.0,TA,TA,Y,,06-2010,125500.0
1313,902306130,RM,60,9600,Pave,,AllPub,OldTown,1Fam,2Story,7,9,1928,2005,TA,Ex,548.0,689.0,Y,1378sqft,0.0,0.0,2,0,3,1,7,Detchd,1928.0,2.0,360.0,TA,TA,N,,10-2008,161000.0
1314,528175010,RL,44,6371,Pave,,AllPub,NridgHt,TwnhsE,1Story,7,5,2009,2010,Gd,TA,625.0,1358.0,Y,1358sqft,1.0,0.0,2,0,2,1,6,Attchd,2010.0,2.0,484.0,TA,TA,Y,,06-2010,224000.0
1315,906380060,RL,77,11422,Pave,,AllPub,CollgCr,1Fam,1Story,8,5,2007,2008,Gd,TA,479.0,1838.0,Y,1838sqft,1.0,0.0,2,0,3,1,7,Attchd,2007.0,2.0,524.0,TA,TA,Y,,04-2009,272500.0
1316,535302200,RL,119,10895,Pave,,AllPub,NAmes,1Fam,1Story,5,6,1955,1955,TA,Gd,324.0,972.0,Y,972sqft,0.0,0.0,1,0,3,1,5,Attchd,1955.0,1.0,305.0,TA,TA,Y,GdWo,06-2010,122500.0
1317,908226180,RH,70,4270,Pave,,AllPub,Edwards,1Fam,1Story,3,6,1931,2006,TA,TA,0.0,544.0,Y,774sqft,0.0,0.0,1,0,3,1,6,,,0.0,0.0,,,Y,,05-2007,79000.0
1318,527212030,RL,85,16056,Pave,,AllPub,StoneBr,1Fam,2Story,9,5,2005,2006,Gd,TA,1752.0,1992.0,Y,2868sqft,0.0,0.0,3,1,4,1,11,BuiltIn,2005.0,3.0,716.0,TA,TA,Y,,07-2006,556581.0
1319,535477130,RL,69,7590,Pave,,AllPub,NAmes,1Fam,2Story,5,5,1962,1962,TA,TA,324.0,864.0,Y,1812sqft,0.0,0.0,2,0,4,1,8,Attchd,1962.0,1.0,264.0,TA,TA,Y,,07-2007,169500.0
1320,527301010,RL,91,14145,Pave,,AllPub,NWAmes,1Fam,1Story,7,7,1984,1998,Gd,TA,995.0,1208.0,Y,1621sqft,1.0,0.0,2,0,3,1,8,Attchd,1984.0,2.0,440.0,TA,TA,Y,,05-2006,202500.0
1321,909276070,RL,80,12400,Pave,,AllPub,Crawfor,1Fam,1.5Fin,5,6,1940,1950,TA,TA,299.0,901.0,Y,1717sqft,0.0,0.0,1,1,2,1,7,Attchd,1940.0,1.0,410.0,TA,TA,Y,,02-2006,194000.0
1322,533215070,FV,35,4109,Pave,,AllPub,Somerst,TwnhsE,1Story,9,5,1999,2000,Gd,TA,416.0,1557.0,Y,1557sqft,1.0,0.0,2,0,2,1,5,Attchd,1999.0,2.0,484.0,TA,TA,Y,,06-2008,305000.0
1323,533130160,RL,88,11134,Pave,,AllPub,NoRidge,1Fam,2Story,8,5,1992,1993,Gd,TA,261.0,1390.0,Y,2225sqft,1.0,0.0,2,1,4,1,7,Attchd,1992.0,3.0,713.0,TA,TA,Y,,06-2010,285000.0
1324,906226110,RL,64,7018,Pave,,AllPub,SawyerW,Duplex,1Story,5,5,1979,1979,TA,TA,0.0,0.0,Y,1535sqft,0.0,0.0,2,0,4,2,8,Attchd,1979.0,2.0,400.0,TA,TA,Y,,06-2009,118858.0
1325,535450220,RL,60,11664,Pave,,AllPub,NAmes,1Fam,1Story,6,5,1948,1950,TA,TA,746.0,1082.0,Y,1082sqft,0.0,0.0,1,0,2,1,5,Detchd,1948.0,1.0,240.0,TA,TA,Y,,11-2007,119200.0
1326,528228290,RL,53,3684,Pave,,AllPub,Blmngtn,TwnhsE,1Story,7,5,2007,2007,Gd,TA,1373.0,1373.0,Y,1555sqft,0.0,0.0,2,0,2,1,7,Attchd,2007.0,3.0,660.0,TA,TA,Y,,06-2009,174000.0
1327,528290120,RL,60,8123,Pave,,AllPub,Gilbert,1Fam,2Story,6,5,2000,2000,TA,TA,982.0,982.0,Y,1800sqft,0.0,0.0,2,1,3,1,7,Attchd,2000.0,2.0,463.0,TA,TA,Y,,06-2009,179000.0
1328,906425045,RL,82,14235,Pave,,AllPub,SawyerW,1Fam,1.5Fin,6,8,1900,1993,TA,TA,676.0,676.0,Y,1445sqft,0.0,0.0,2,0,3,1,6,Detchd,1957.0,2.0,484.0,TA,TA,N,,03-2010,138500.0
1329,534403260,RL,90,9900,Pave,,AllPub,NAmes,1Fam,1Story,5,5,1961,1961,TA,Gd,1114.0,1114.0,Y,1114sqft,1.0,0.0,1,0,3,1,5,Attchd,1961.0,2.0,451.0,TA,TA,Y,,05-2008,140000.0
1330,531376050,RL,74,7632,Pave,,AllPub,SawyerW,1Fam,2Story,7,5,2005,2005,Gd,TA,784.0,784.0,Y,1585sqft,0.0,0.0,2,1,3,1,7,Attchd,2005.0,2.0,449.0,TA,TA,Y,,03-2006,184900.0
1331,902301080,RM,50,3500,Pave,Grvl,AllPub,OldTown,1Fam,1.5Fin,5,7,1947,1950,TA,TA,408.0,720.0,Y,1284sqft,0.0,0.0,1,1,2,1,5,Detchd,1948.0,1.0,240.0,TA,TA,Y,MnWw,04-2009,110000.0
1332,923228260,RM,21,1936,Pave,,AllPub,MeadowV,Twnhs,2Story,4,7,1970,1970,TA,TA,546.0,546.0,Y,1092sqft,0.0,0.0,1,1,3,1,5,,,0.0,0.0,,,Y,,06-2006,90500.0
1333,908103260,RL,64,12102,Pave,,AllPub,Edwards,1Fam,SFoyer,5,5,1976,1976,TA,TA,0.0,456.0,Y,1033sqft,0.0,1.0,1,0,3,1,6,BuiltIn,1976.0,2.0,504.0,Fa,TA,Y,,04-2008,165000.0
1334,527427230,RH,26,5858,Pave,,AllPub,NAmes,TwnhsE,1Story,7,5,1999,1999,Gd,TA,354.0,1405.0,Y,1337sqft,1.0,0.0,2,0,2,1,5,Attchd,1999.0,2.0,511.0,TA,TA,Y,,06-2010,184000.0
1335,909201110,RH,55,8525,Pave,,AllPub,SWISU,1Fam,2Story,5,6,1911,1950,TA,TA,940.0,940.0,N,1964sqft,0.0,0.0,1,1,4,1,7,,,0.0,0.0,,,N,,11-2008,130000.0
1336,528431050,RL,116,13501,Pave,,AllPub,Somerst,1Fam,1Story,8,5,2006,2006,Gd,TA,1560.0,1623.0,Y,1636sqft,1.0,0.0,2,0,3,1,8,Attchd,2006.0,3.0,865.0,TA,TA,Y,,06-2007,255000.0
1337,909428110,RL,90,15750,Pave,,AllPub,Crawfor,2fmCon,1Story,5,5,1953,1953,TA,TA,324.0,1165.0,Y,1336sqft,1.0,0.0,1,0,2,1,5,Attchd,1953.0,1.0,375.0,TA,TA,Y,,06-2006,157000.0
1338,535152280,RL,70,8400,Pave,,AllPub,NAmes,1Fam,1Story,5,5,1957,1957,TA,TA,556.0,1179.0,Y,1364sqft,0.0,0.0,1,1,3,1,6,Attchd,1957.0,1.0,331.0,TA,TA,Y,GdPrv,03-2006,132000.0
1339,527182040,RL,-1,3696,Pave,,AllPub,StoneBr,TwnhsE,1Story,8,5,1986,1986,Gd,TA,1074.0,1074.0,Y,1088sqft,0.0,0.0,1,1,2,1,5,Attchd,1987.0,2.0,461.0,TA,TA,Y,,10-2007,170000.0
1340,916455110,RL,73,9590,Pave,,AllPub,Timber,1Fam,SLvl,7,5,2003,2003,Gd,TA,82.0,868.0,Y,1146sqft,1.0,0.0,2,0,3,1,6,Attchd,2003.0,2.0,438.0,TA,TA,Y,,05-2007,187500.0
1341,907401050,RL,70,8810,Pave,,AllPub,CollgCr,1Fam,1Story,7,5,2003,2003,Gd,TA,390.0,1390.0,Y,1390sqft,1.0,0.0,2,0,3,1,7,Attchd,2003.0,2.0,545.0,TA,TA,Y,,03-2006,207000.0
1342,535402070,RL,85,13400,Pave,,AllPub,NAmes,1Fam,SLvl,5,5,1966,1966,TA,TA,380.0,1024.0,Y,1086sqft,1.0,0.0,1,0,3,1,6,Attchd,1966.0,2.0,484.0,TA,TA,Y,GdWo,06-2006,159950.0
1343,528228270,RL,53,3922,Pave,,AllPub,Blmngtn,TwnhsE,1Story,7,5,2006,2007,Gd,TA,1258.0,1258.0,Y,1258sqft,0.0,0.0,2,0,2,1,6,Attchd,2007.0,3.0,648.0,TA,TA,Y,,06-2007,172500.0
1344,902331010,C (all),-1,3300,Pave,,AllPub,OldTown,1Fam,1Story,4,3,1910,1950,TA,TA,624.0,624.0,Y,816sqft,0.0,0.0,1,?,2,1,5,,,0.0,0.0,,,N,,06-2009,58500.0
1345,909277100,RL,80,13360,Pave,Grvl,AllPub,Crawfor,1Fam,1Story,5,7,1921,2006,TA,Gd,163.0,876.0,Y,964sqft,1.0,0.0,1,0,2,1,5,Detchd,1921.0,2.0,432.0,TA,TA,Y,,08-2009,163500.0
1346,527301080,RL,-1,12546,Pave,,AllPub,NWAmes,1Fam,1Story,6,7,1981,1981,Gd,Gd,762.0,1440.0,Y,1440sqft,0.0,0.0,2,0,3,1,7,Attchd,1981.0,2.0,467.0,TA,TA,Y,,04-2007,182900.0
1347,902300020,RM,-1,10337,Pave,Pave,AllPub,OldTown,1Fam,2Story,8,9,1910,1999,Gd,Gd,725.0,725.0,N,1772sqft,0.0,0.0,2,1,3,1,7,Detchd,1992.0,2.0,816.0,TA,TA,Y,MnPrv,05-2007,184900.0
1348,903430050,RM,40,5680,Pave,Grvl,AllPub,OldTown,1Fam,1.5Fin,5,3,1901,1950,TA,TA,969.0,969.0,N,1214sqft,0.0,0.0,1,0,2,1,6,Detchd,1920.0,1.0,216.0,TA,TA,N,MnPrv,09-2007,117000.0
1349,909275080,RL,60,13680,Pave,,AllPub,Crawfor,1Fam,1.5Fin,5,6,1940,1950,TA,TA,112.0,840.0,Y,1567sqft,1.0,0.0,1,1,2,1,6,Detchd,1961.0,2.0,440.0,TA,TA,Y,GdPrv,02-2009,205000.0
1350,907285020,RL,-1,9375,Pave,,AllPub,CollgCr,1Fam,2Story,7,5,1997,1998,TA,TA,318.0,1057.0,Y,2034sqft,1.0,0.0,2,1,3,1,8,Attchd,1998.0,2.0,645.0,TA,TA,Y,GdPrv,02-2009,219500.0
1351,528102090,RL,90,11694,Pave,,AllPub,NridgHt,1Fam,1Story,9,5,2007,2007,Ex,TA,1774.0,1822.0,Y,1828sqft,0.0,0.0,2,0,3,1,9,Attchd,2007.0,3.0,774.0,TA,TA,Y,,07-2007,314813.0
1352,902405120,RM,60,5400,Pave,,AllPub,OldTown,1Fam,1.5Fin,6,6,1920,1950,Fa,TA,972.0,972.0,Y,1480sqft,0.0,0.0,1,0,3,1,6,Detchd,1920.0,1.0,207.0,Fa,TA,Y,,09-2009,119000.0
1353,903228120,RM,50,6000,Pave,,AllPub,BrkSide,1Fam,1.5Unf,6,7,1926,2004,Gd,TA,884.0,884.0,Y,904sqft,0.0,0.0,1,0,2,1,4,Detchd,1926.0,1.0,180.0,TA,TA,Y,,01-2009,119000.0
1354,528366050,RL,-1,12692,Pave,,AllPub,NoRidge,1Fam,1Story,8,5,1992,1993,Gd,TA,1969.0,3200.0,Y,3228sqft,1.0,0.0,3,0,4,1,10,Attchd,1992.0,2.0,546.0,TA,TA,Y,,05-2007,430000.0
1355,528235160,RL,59,11796,Pave,,AllPub,Gilbert,1Fam,2Story,7,5,2004,2005,Gd,TA,847.0,847.0,Y,1959sqft,0.0,0.0,2,1,4,1,8,BuiltIn,2004.0,2.0,434.0,TA,TA,Y,,07-2007,215000.0
1356,903227140,RM,50,6000,Pave,,AllPub,BrkSide,1Fam,2Story,6,6,1939,1950,TA,TA,324.0,600.0,Y,1232sqft,0.0,0.0,1,1,3,1,6,Attchd,1939.0,1.0,217.0,TA,TA,Y,GdWo,02-2007,128000.0
1357,909425085,RL,70,12392,Pave,,AllPub,Crawfor,1Fam,1.5Fin,7,9,1950,2000,TA,Gd,397.0,832.0,Y,2161sqft,1.0,0.0,2,1,3,1,8,Attchd,1994.0,2.0,506.0,TA,TA,Y,,04-2008,263400.0
1358,909256060,RL,51,10480,Pave,,AllPub,SWISU,1Fam,1.5Fin,6,5,1936,1950,TA,TA,1064.0,1064.0,Y,1639sqft,0.0,0.0,1,0,3,1,6,Detchd,1936.0,1.0,240.0,TA,TA,Y,,03-2008,115000.0
1359,535353180,RL,94,22136,Pave,,AllPub,OldTown,2fmCon,1.5Fin,5,5,1925,1975,TA,Fa,1153.0,2171.0,Y,2640sqft,2.0,0.0,2,1,5,1,10,Attchd,1977.0,3.0,1008.0,TA,TA,N,,07-2006,180000.0
1360,528106060,RL,110,13440,Pave,,AllPub,NridgHt,1Fam,2Story,8,5,2006,2007,Gd,TA,1108.0,1108.0,Y,2550sqft,0.0,0.0,2,1,4,1,11,BuiltIn,2006.0,3.0,670.0,TA,TA,Y,,03-2007,338931.0
1361,903430080,RM,52,3068,Pave,Grvl,AllPub,OldTown,1Fam,2Story,6,8,1920,1993,TA,Gd,662.0,662.0,Y,1324sqft,0.0,1.0,1,0,3,1,6,Detchd,1920.0,1.0,180.0,TA,TA,Y,GdPrv,02-2010,122000.0
1362,911370500,RM,44,3843,Pave,,AllPub,Crawfor,TwnhsE,1Story,8,5,2007,2008,Ex,TA,120.0,1596.0,Y,1648sqft,1.0,1.0,2,0,2,1,5,Attchd,2007.0,2.0,482.0,TA,TA,Y,,06-2009,230000.0
1363,527106010,RL,-1,13006,Pave,,AllPub,Gilbert,1Fam,2Story,7,5,1997,1997,TA,TA,964.0,964.0,Y,2236sqft,0.0,0.0,2,1,4,1,8,BuiltIn,1997.0,2.0,642.0,TA,TA,Y,,11-2006,222000.0
1364,527252050,RL,61,8035,Pave,,AllPub,StoneBr,TwnhsE,1Story,9,5,2006,2006,Gd,TA,815.0,1612.0,Y,1612sqft,1.0,0.0,2,0,2,1,6,Attchd,2006.0,2.0,556.0,TA,TA,Y,,03-2007,319900.0
1365,907185060,RL,70,8750,Pave,,AllPub,CollgCr,1Fam,2Story,6,5,1998,1998,TA,TA,299.0,804.0,Y,1682sqft,0.0,0.0,2,1,3,1,7,Attchd,1998.0,2.0,523.0,TA,TA,Y,,06-2010,200500.0
1366,527450460,RM,21,1890,Pave,,AllPub,BrDale,Twnhs,2Story,6,7,1972,1972,TA,TA,212.0,494.0,Y,1030sqft,0.0,0.0,1,1,3,1,6,Detchd,1973.0,1.0,264.0,TA,TA,Y,,07-2006,116000.0
1367,531450040,RL,65,7153,Pave,,AllPub,SawyerW,1Fam,2Story,6,5,1992,1992,Gd,Gd,374.0,761.0,Y,1603sqft,0.0,0.0,2,1,3,1,7,Attchd,1992.0,2.0,484.0,TA,TA,Y,,07-2006,175900.0
1368,924100050,RL,68,10544,Pave,,AllPub,Mitchel,1Fam,1.5Fin,5,5,1969,1969,TA,TA,388.0,864.0,Y,1479sqft,0.0,0.0,2,0,5,1,8,Attchd,1969.0,1.0,275.0,TA,TA,Y,,04-2010,161000.0
1369,906394040,RL,78,9316,Pave,,AllPub,CollgCr,1Fam,1Story,7,5,2005,2005,Gd,TA,1558.0,1614.0,Y,1614sqft,0.0,0.0,2,0,3,1,7,Attchd,2005.0,2.0,576.0,TA,TA,Y,,03-2006,225000.0
1370,532378180,RL,65,7150,Pave,,AllPub,Sawyer,1Fam,1Story,5,6,1962,1962,TA,TA,182.0,912.0,Y,912sqft,0.0,1.0,1,0,3,1,6,Attchd,1962.0,1.0,252.0,TA,TA,Y,,10-2009,123000.0
1371,531385020,RL,65,8529,Pave,,AllPub,SawyerW,1Fam,1Story,7,5,2001,2001,Gd,TA,1434.0,1454.0,Y,1434sqft,0.0,0.0,2,0,3,1,6,Attchd,2001.0,2.0,527.0,TA,TA,Y,,04-2009,189000.0
1372,535477060,RL,69,7590,Pave,,AllPub,NAmes,1Fam,2Story,6,5,1966,1966,TA,TA,148.0,660.0,Y,1348sqft,0.0,0.0,1,1,3,1,6,Attchd,1966.0,2.0,453.0,TA,TA,Y,,07-2006,155000.0
1373,902201090,RM,120,9000,Pave,,AllPub,OldTown,1Fam,1.5Fin,5,8,1900,2006,TA,TA,550.0,680.0,Y,1174sqft,0.0,0.0,1,0,2,1,6,Detchd,2000.0,2.0,576.0,TA,TA,Y,MnPrv,06-2007,135000.0
1374,906230030,RL,-1,7976,Pave,,AllPub,SawyerW,Duplex,2Story,7,5,2000,2000,TA,TA,348.0,1168.0,Y,2787sqft,2.0,0.0,4,2,6,2,8,BuiltIn,2000.0,4.0,820.0,TA,TA,Y,,10-2009,269500.0
1375,907203010,RL,120,9560,Pave,,AllPub,CollgCr,1Fam,1Story,5,7,1972,1972,TA,Gd,504.0,864.0,Y,864sqft,0.0,0.0,1,0,3,1,5,Attchd,1972.0,1.0,288.0,TA,TA,Y,,06-2006,128500.0
1376,923228210,RM,21,1526,Pave,,AllPub,MeadowV,Twnhs,2Story,4,5,1970,1970,TA,TA,546.0,546.0,Y,1092sqft,0.0,0.0,1,1,3,1,5,,,0.0,0.0,,,Y,GdPrv,06-2006,79500.0
1377,528390210,RL,-1,29959,Pave,,AllPub,NoRidge,1Fam,2Story,7,6,1994,1994,Gd,TA,378.0,973.0,Y,1850sqft,0.0,0.0,2,1,3,1,7,BuiltIn,1994.0,2.0,467.0,TA,TA,Y,,01-2009,248000.0
1378,528186170,RL,48,6240,Pave,,AllPub,NridgHt,TwnhsE,1Story,8,5,2006,2007,Gd,TA,1318.0,1342.0,Y,1342sqft,0.0,0.0,2,0,2,1,6,Attchd,2007.0,2.0,550.0,TA,TA,Y,,02-2008,219500.0
1379,535375050,RL,60,10410,Pave,,AllPub,OldTown,1Fam,1.5Fin,5,7,1916,1987,TA,TA,660.0,660.0,Y,1656sqft,0.0,0.0,2,1,3,1,8,Detchd,1916.0,1.0,180.0,Fa,Fa,N,MnPrv,08-2009,135000.0
1380,907192010,RL,95,13450,Pave,,AllPub,CollgCr,1Fam,2Story,7,5,2002,2002,Gd,TA,216.0,916.0,Y,1861sqft,1.0,0.0,2,1,3,1,8,BuiltIn,2002.0,2.0,492.0,TA,TA,Y,,06-2006,200000.0
1381,903456130,RM,62,7006,Pave,,AllPub,IDOTRR,1Fam,1.5Fin,6,6,1925,1950,TA,TA,647.0,768.0,Y,1236sqft,1.0,0.0,2,0,3,1,6,Detchd,1985.0,1.0,384.0,TA,TA,Y,MnPrv,08-2008,127000.0
1382,534125120,RL,78,11700,Pave,,AllPub,NWAmes,1Fam,1Story,6,6,1968,1968,TA,TA,912.0,912.0,Y,1152sqft,1.0,0.0,1,1,3,1,7,Attchd,1968.0,2.0,412.0,TA,TA,Y,,09-2007,143450.0
1383,902105020,RM,60,10440,Pave,Grvl,AllPub,OldTown,1Fam,1.5Fin,6,7,1920,1950,Gd,Gd,1017.0,1510.0,Y,2792sqft,0.0,0.0,2,0,5,1,8,Detchd,1920.0,2.0,520.0,Fa,TA,Y,MnPrv,06-2008,256000.0
